State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,"State Specific Comments",Source,"Rate Used in Calculating State Mean and Median"
"Rhode Island","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Opioid Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,"Medicaid & CHIP",Administrative,NR,32,46.3,38.4,56.7,"NR = State did not report the measure for this population","Rates include managed care population (2 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles. State was unable to report separate rates for Alcohol Abuse or Dependence, Opioid Abuse or Dependence and other Drug Abuse or Dependence for FFY 2018.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Care of Acute and Chronic Conditions","Adult Core Set","Plan All-Cause Readmissions: Ages 18-64",PCR-AD,"Ratio of Observed All-Cause Readmissions to Expected Readmissions: Ages 18-64",2018,"Medicaid & CHIP",Administrative,0.9897,25,0.8853,1.0318,0.7822,,"Rates include managed care population (2 MCOs), representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Opioid Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,"Medicaid & CHIP",Administrative,NR,32,25.4,13.6,35.6,"NR = State did not report the measure for this population","Rates include managed care population (2 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles. State was unable to report separate rates for Alcohol Abuse or Dependence, Opioid Abuse or Dependence and other Drug Abuse or Dependence for FFY 2018.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,"Medicaid & CHIP",Administrative,NR,32,38.5,34.7,40.9,"NR = State did not report the measure for this population","Rates include managed care population (2 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles. State was unable to report separate rates for Alcohol Abuse or Dependence, Opioid Abuse or Dependence and other Drug Abuse or Dependence for FFY 2018.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,"Medicaid & CHIP",Administrative,NR,32,11.2,8.7,13.3,"NR = State did not report the measure for this population","Rates include managed care population (2 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles. State was unable to report separate rates for Alcohol Abuse or Dependence, Opioid Abuse or Dependence and other Drug Abuse or Dependence for FFY 2018.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,"Medicaid & CHIP",Administrative,43.7,34,40,36.2,43.7,,"Rates include managed care population (2 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles. State was unable to report separate rates for Alcohol Abuse or Dependence, Opioid Abuse or Dependence and other Drug Abuse or Dependence for FFY 2018.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,"Medicaid & CHIP",Administrative,18.7,34,14.5,9.9,19.6,,"Rates include managed care population (2 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles. State was unable to report separate rates for Alcohol Abuse or Dependence, Opioid Abuse or Dependence and other Drug Abuse or Dependence for FFY 2018.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64",2018,"Medicaid & CHIP",Administrative,84.9,36,87.3,85.3,89.2,,"Rate includes managed care population (2 MCOs) age 18 and older, representing 91 percent of the population. Rate excludes FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18-75",HPC-AD,"Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18-64",2018,"Medicaid & CHIP",Hybrid,28.8,27,39.8,47.3,34.7,,"Rate includes managed care population (2 MCOs) ages 18 to 75, representing 91 percent of the population. Rate excludes FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 9,482.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64",2018,"Medicaid & CHIP",Hybrid,90.1,38,85.3,80.5,87.2,,"Rate includes managed care population (2 MCOs) ages 18 to 75, representing 91 percent of the population. Rate excludes FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 9,482.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Care of Acute and Chronic Conditions","Adult Core Set","Controlling High Blood Pressure: Ages 18-85",CBP-AD,"Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled During the Measurement Year: Ages 18-64",2018,"Medicaid & CHIP",Hybrid,71.7,28,57.8,50.9,63,,"Rate includes managed care population (2 MCOs) ages 18 to 85, representing 91 percent of the population. Rate excludes FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 14,866.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2018,"Medicaid & CHIP",Hybrid,76.8,37,61.3,56.4,65.7,,"Rate includes managed care population (2 MCOs), representing 91 percent of the population. Rate excludes FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 4,091.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment: Ages 18-74",ABA-AD,"Percentage who had an Outpatient Visit with a BMI Documented in the Medical Record: Ages 18-64 Years",2018,"Medicaid & CHIP",Hybrid,93.6,35,82,43.3,89.3,,"Rate includes managed care population (2 MCOs) ages 18 to 74, representing 91 percent of the population. Rate excludes FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 74,380.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening: Ages 50-74",BCS-AD,"Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50-64",2018,"Medicaid & CHIP",Administrative,63.5,41,54.6,50.9,59.1,,"Rate includes managed care population (2 MCOs) ages 50 to 74, representing 91 percent of the population. Rate excludes FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21-64",CCS-AD,"Percentage of Women Screened for Cervical Cancer: Ages 21-64",2018,"Medicaid & CHIP",Hybrid,71.4,40,56.1,50.2,61,,"Rate includes managed care population (2 MCOs), representing 91 percent of the population. Rate excludes FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 55,371.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"Rhode Island","Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women Ages 21-24",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24",2018,"Medicaid & CHIP",Administrative,68.8,38,60.8,55,67.2,,"Rate includes managed care population (2 MCOs), representing 91 percent of the population. Rate excludes FFS population, representing 9 percent of the population, and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64",SAA-AD,"Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64",2018,"Medicaid & CHIP",Administrative,58.0,33,57.7,54.4,64.9,,"Rate includes managed care population (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18-64",2018,"Medicaid & CHIP",Administrative,40.6,33,50.3,47,52.6,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18-64",2018,"Medicaid & CHIP",Administrative,25.5,33,34.8,30.6,37.6,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64",SSD-AD,"Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64",2018,"Medicaid & CHIP",Administrative,72.5,32,80.1,76.9,82.4,,"Rate includes managed care population (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64",2018,"Medicaid & CHIP",Administrative,30.3,31,38.4,30.2,49.3,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64",2018,"Medicaid & CHIP",Administrative,45.9,31,54.5,45.3,59.3,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64",2018,"Medicaid & CHIP",Administrative,8.4,30,11.7,6.4,17.9,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64",2018,"Medicaid & CHIP",Administrative,13.3,30,17.1,10.7,27.5,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2018,"Medicaid & CHIP",Administrative,29.0,43,38,30.5,51,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2018,"Medicaid & CHIP",Administrative,52.4,42,58.6,51.1,67,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,"Medicaid & CHIP",Administrative,35.4,32,38.8,36.3,41.5,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,"Medicaid & CHIP",Administrative,9.4,32,11.6,7.7,15.3,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Opioid Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,"Medicaid & CHIP",Administrative,46.3,32,46.3,38.4,56.7,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Opioid Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,"Medicaid & CHIP",Administrative,20.7,32,25.4,13.6,35.6,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,"Medicaid & CHIP",Administrative,33.8,32,38.5,34.7,40.9,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,"Medicaid & CHIP",Administrative,11.7,32,11.2,8.7,13.3,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,"Medicaid & CHIP",Administrative,35.2,34,40,36.2,43.7,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,"Medicaid & CHIP",Administrative,11.5,34,14.5,9.9,19.6,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64",2018,"Medicaid & CHIP",Administrative,85.6,36,87.3,85.3,89.2,,"Rate includes managed care population (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Care of Acute and Chronic Conditions","Adult Core Set","Asthma Medication Ratio: Ages 19 to 64",AMR-AD,"Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19-50",2018,"Medicaid & CHIP",Administrative,54.3,28,52.8,48.3,54.3,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Care of Acute and Chronic Conditions","Adult Core Set","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older",PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Beneficiary Months: Ages 18-64",2018,"Medicaid & CHIP",Administrative,23.3,28,16.4,21.3,13.3,,"Rate includes managed care population (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Care of Acute and Chronic Conditions","Adult Core Set","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older",PQI05-AD,"Inpatient Hospital Admissions for Chronic Obstructive Pulmonary Disease (COPD) or Asthma per 100,00 Beneficiary Months: Ages 40-64",2018,Medicaid,Administrative,129.6,25,94.5,112.5,56.7,,"Rate includes managed care population (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Care of Acute and Chronic Conditions","Adult Core Set","PQI 08: Heart Failure Admission Rate: Age 18 and Older",PQI08-AD,"Inpatient Hospital Admissions for Heart Failure per 100,000 Beneficiary Months: Ages 18-64",2018,"Medicaid & CHIP",Administrative,34.6,25,24.8,34.6,19.1,,"Rate includes managed care population (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Care of Acute and Chronic Conditions","Adult Core Set","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18-39",PQI15-AD,"Inpatient Hospital Admissions for Asthma per 100,000 Beneficiary Months: Ages 18-39",2018,"Medicaid & CHIP",Administrative,5.4,26,6.8,8.6,4,,"Rate includes managed care population (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 21-44",2018,"Medicaid & CHIP",Administrative,19.9,29,10.6,7.7,12.8,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 21-44",2018,"Medicaid & CHIP",Administrative,48.4,29,39.4,32.2,45.7,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 21-44",2018,"Medicaid & CHIP",Administrative,4.6,29,0.8,0.4,1.9,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 21-44",2018,"Medicaid & CHIP",Administrative,12.9,29,12.9,8.5,15.3,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2018,"Medicaid & CHIP",Administrative,57.8,37,61.3,56.4,65.7,,"Rate includes managed care population (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment: Ages 18-74",ABA-AD,"Percentage who had an Outpatient Visit with a BMI Documented in the Medical Record: Ages 18-64 Years",2018,"Medicaid & CHIP",Administrative,38.3,35,82,43.3,89.3,,"Rate includes managed care population (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening: Ages 50-74",BCS-AD,"Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50-64",2018,Medicaid,Administrative,56.7,41,54.6,50.9,59.1,,"Rate includes managed care population (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21-64",CCS-AD,"Percentage of Women Screened for Cervical Cancer: Ages 21-64",2018,"Medicaid & CHIP",Administrative,49.9,40,56.1,50.2,61,,"Rate includes managed care population (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women Ages 21-24",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24",2018,"Medicaid & CHIP",Administrative,58.3,38,60.8,55,67.2,,"Rate includes managed care population (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Dakota","Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,32.6,43,38,30.5,51,,"Rates include FFS population. Rates exclude services provided by Indian Health Service and may not capture all services reimbursed on a per diem basis, such as those provided by Rural Health Clinics and Federally Qualified Health Centers.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Dakota","Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,56.8,42,58.6,51.1,67,,"Rates include FFS population. Rates exclude services provided by Indian Health Service and may not capture all services reimbursed on a per diem basis, such as those provided by Rural Health Clinics and Federally Qualified Health Centers.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
