State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Measure Type","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,Source,"State Specific Comments","Rate Used in Calculating State Mean and Median"
Alabama,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21 to 44",CCP-AD,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 21 to 44",2019,Medicaid,Administrative,0.2,29,1.6,0.5,2.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include FFS and PCCM populations. Rates exclude Medicare-Medicaid Dual Eligibles. State used hospital claims data, case management data, and maternity claims data in addition to the measure value set to capture the number of deliveries.",Yes
Alabama,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21 to 44",CCP-AD,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 21 to 44",2019,Medicaid,Administrative,8.9,29,12.6,8.9,14.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include FFS and PCCM populations. Rates exclude Medicare-Medicaid Dual Eligibles. State used hospital claims data, case management data, and maternity claims data in addition to the measure value set to capture the number of deliveries.",Yes
Alabama,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Higher rates are better for this measure","Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2019,Medicaid,Administrative,60.6,39,61.2,57.4,66.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and PCCM populations. Rate excludes Medicare-Medicaid Dual Eligibles. State used hospital claims data, case management data, and maternity claims data in addition to the measure value set to capture the number of deliveries.",Yes
Alabama,"Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment: Ages 18 to 74",ABA-AD,"Higher rates are better for this measure","Percentage who had an Outpatient Visit with a BMI Documented in the Medical Record: Ages 18 to 64",2019,Medicaid,Administrative,62.5,36,83.5,53.7,90.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and PCCM populations. Rate excludes Medicare-Medicaid Dual Eligibles.",Yes
Alabama,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening: Ages 50 to 74",BCS-AD,"Higher rates are better for this measure","Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50 to 64",2019,Medicaid,Administrative,41.5,43,53.4,49.1,59.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and PCCM populations. Rate excludes Medicare-Medicaid Dual Eligibles.",Yes
Alabama,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21 to 64",CCS-AD,"Higher rates are better for this measure","Percentage of Women Screened for Cervical Cancer: Ages 21 to 64",2019,Medicaid,Administrative,38.5,43,55.1,48.4,61.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and PCCM populations. Rate excludes Medicare-Medicaid Dual Eligibles.",Yes
Alabama,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women Ages 21 to 24",CHL-AD,"Higher rates are better for this measure","Percentage of Sexually Active Women Screened for Chlamydia: Ages 21 to 24",2019,Medicaid,Administrative,10.0,44,60.2,55.1,65.2,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and PCCM populations. Rate excludes Medicare-Medicaid Dual Eligibles.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Higher rates are better for this measure","Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,43.2,37,51.3,47.9,53.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include mental health/substance use managed care population (3 MCOs). Rates exclude FFS population, state long-term care elderly disabled population, Children's Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population. Rates are provisional.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Higher rates are better for this measure","Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,24.3,37,34.4,29.7,38.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include mental health/substance use managed care population (3 MCOs). Rates exclude FFS population, state long-term care elderly disabled population, Children's Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population. Rates are provisional.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64",SSD-AD,"Higher rates are better for this measure","Percentage with Schizophrenia, Schizoaffective Disorder, or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,75.0,37,79.8,76.8,81.9,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes mental health/substance use managed care population (3 MCOs). Rate excludes FFS population, state long-term care elderly disabled population, Children's Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population. Rate is provisional.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64",2019,Medicaid,Administrative,20.5,36,13.9,7.6,17.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include mental health/substance use managed care population (3 MCOs). Rates exclude FFS population, Medicare-Medicaid Dual Eligibles, state long-term care elderly disabled population, Children's Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population. Rates are provisional.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64",2019,Medicaid,Administrative,27.8,36,21.7,12.5,27.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include mental health/substance use managed care population (3 MCOs). Rates exclude FFS population, Medicare-Medicaid Dual Eligibles, state long-term care elderly disabled population, Children's Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population. Rates are provisional.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older",FUM-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64",2019,Medicaid,Administrative,47.3,36,38.4,29.5,48.9,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include mental health/substance use managed care population (3 MCOs). Rates exclude FFS population, Medicare-Medicaid Dual Eligibles, state long-term care elderly disabled population, Children's Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population. Rates are provisional.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older",FUM-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64",2019,Medicaid,Administrative,58.5,36,52.1,45.5,64.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include mental health/substance use managed care population (3 MCOs). Rates exclude FFS population, Medicare-Medicaid Dual Eligibles, state long-term care elderly disabled population, Children's Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population. Rates are provisional.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older",FUH-AD,"Higher rates are better for this measure","Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,54.0,42,32.3,24.3,46.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (16 MCOs), representing 79 percent of the population. Rates exclude FFS population, representing 21 percent of the population. Rates include services provided by additional provider types, including federally qualified health centers, regional health centers, integrated care clinics, and behavioral health outpatient clinics. Rates are provisional. State conducted an internal audit of the rates.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older",FUH-AD,"Higher rates are better for this measure","Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,71.6,42,54.8,41.7,63,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (16 MCOs), representing 79 percent of the population. Rates exclude FFS population, representing 21 percent of the population. Rates include services provided by additional provider types, including federally qualified health centers, regional health centers, integrated care clinics, and behavioral health outpatient clinics. Rates are provisional. State conducted an internal audit of the rates.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,41.5,37,39.9,35.7,42.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (16 MCOs), representing 79 percent of the population. Rates exclude FFS population, representing 21 percent of the population. Rates are provisional. State conducted an internal audit of the rates.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,10.1,37,11.2,8.5,14.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (16 MCOs), representing 79 percent of the population. Rates exclude FFS population, representing 21 percent of the population. Rates are provisional. State conducted an internal audit of the rates.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Opioid Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,59.4,37,54,43.2,57.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (16 MCOs), representing 79 percent of the population. Rates exclude FFS population, representing 21 percent of the population. Rates are provisional. State conducted an internal audit of the rates.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Opioid Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,25.3,37,27.7,15.4,35,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (16 MCOs), representing 79 percent of the population. Rates exclude FFS population, representing 21 percent of the population. Rates are provisional. State conducted an internal audit of the rates.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,42.2,37,39.9,37.3,42.2,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (16 MCOs), representing 79 percent of the population. Rates exclude FFS population, representing 21 percent of the population. Rates are provisional. State conducted an internal audit of the rates.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,10.3,37,10.8,9.2,14.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (16 MCOs), representing 79 percent of the population. Rates exclude FFS population, representing 21 percent of the population. Rates are provisional. State conducted an internal audit of the rates.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,45.2,38,42,37.6,45.2,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (16 MCOs), representing 79 percent of the population. Rates exclude FFS population, representing 21 percent of the population. Rates are provisional. State conducted an internal audit of the rates.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,14.5,38,15.7,11.4,19.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (16 MCOs), representing 79 percent of the population. Rates exclude FFS population, representing 21 percent of the population. Rates are provisional. State conducted an internal audit of the rates.",Yes
Arizona,"Behavioral Health Care","Adult Core Set","Use of Opioids at High Dosage in Persons Without Cancer: Age 18 and Older",OHD-AD,"Lower rates are better for this measure","Percentage of Adults Without Cancer with Two or More Opioid Prescription Claims with an Average Daily Dosage Greater than or Equal to 90 Morphine Milligram Equivalents Over 90 Consecutive Days or More: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,12.7,26,6.4,10.7,3.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (16 MCOs), representing 79 percent of the population. Rate excludes FFS population, representing 21 percent of the population. Rate is provisional. State conducted an internal audit of the rate.",Yes
Arizona,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Higher rates are better for this measure","Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,87.4,40,87.4,86.2,89,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (6 MCOs). Rate excludes FFS population, state long-term care elderly disabled population, Children's Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population. Rate is provisional.",Yes
