"state","population","measure_abbreviation","state_rate","ffy"
"Michigan","Medicaid","IET-AD","53.3","2021"
"Michigan","Medicaid","IET-AD","27.4","2021"
"Michigan","Medicaid","IET-AD","34.6","2021"
"Michigan","Medicaid","IET-AD","6.4","2021"
"Michigan","Medicaid","IET-AD","38.8","2021"
"Michigan","Medicaid","IET-AD","11.3","2021"
"Michigan","Medicaid","OHD-AD","3.1","2021"
"Michigan","Medicaid","AMR-AD","47.3","2021"
"Michigan","Medicaid","AMR-AD","48.8","2021"
"Michigan","Medicaid","AMR-AD","47.7","2021"
"Michigan","Medicaid","PQI01-AD","23.8","2021"
"Michigan","Medicaid","PQI05-AD","46.1","2021"
"Michigan","Medicaid","PQI08-AD","27.1","2021"
"Michigan","Medicaid","PQI15-AD","5.5","2021"
"Michigan","Medicaid","CCW-AD","23.8","2021"
"Michigan","Medicaid","CCW-AD","3.5","2021"
"Michigan","Medicaid","CCP-AD","11.8","2021"
"Michigan","Medicaid","CCP-AD","37.0","2021"
"Michigan","Medicaid","CCP-AD","1.7","2021"
"Michigan","Medicaid","CCP-AD","8.1","2021"
"Michigan","Medicaid","PPC-AD","61.8","2021"
"Michigan","Medicaid","BCS-AD","54.7","2021"
"Michigan","Medicaid","CCS-AD","42.6","2021"
"Michigan","Medicaid","CHL-AD","63.1","2021"
"Mississippi","Medicaid","SAA-AD","58.6","2021"
"Mississippi","Medicaid","COB-AD","4.2","2021"
"Mississippi","Medicaid","FUM-AD","22.8","2021"
"Mississippi","Medicaid","FUM-AD","38.7","2021"
"Mississippi","Medicaid","CCW-AD","25.4","2021"
"Mississippi","Medicaid","CCW-AD","3.4","2021"
"Mississippi","Medicaid","CCP-AD","13.6","2021"
"Mississippi","Medicaid","CCP-AD","46.6","2021"
"Mississippi","Medicaid","CCP-AD","0.7","2021"
"Mississippi","Medicaid","CCP-AD","9.0","2021"
"Mississippi","Medicaid","BCS-AD","50.4","2021"
"Mississippi","Medicaid","CCS-AD","52.0","2021"
"Mississippi","Medicaid","CHL-AD","60.7","2021"
"Nevada","Medicaid","SAA-AD","39.1","2021"
"Nevada","Medicaid","SSD-AD","74.8","2021"
"Nevada","Medicaid","FUA-AD","15.3","2021"
"Nevada","Medicaid","FUA-AD","20.6","2021"
"Nevada","Medicaid","FUM-AD","39.5","2021"
"Nevada","Medicaid","FUM-AD","49.7","2021"
"Nevada","Medicaid","FUH-AD","34.9","2021"
"Nevada","Medicaid","FUH-AD","51.9","2021"
"Nevada","Medicaid","IET-AD","41.7","2021"
"Nevada","Medicaid","IET-AD","11.9","2021"
"Nevada","Medicaid","IET-AD","51.2","2021"
"Nevada","Medicaid","IET-AD","22.3","2021"
"Nevada","Medicaid","IET-AD","40.5","2021"
"Nevada","Medicaid","IET-AD","10.2","2021"
"Nevada","Medicaid","IET-AD","41.8","2021"
"Nevada","Medicaid","IET-AD","12.9","2021"
"Nevada","Medicaid","HPC-AD","45.0","2021"
"Nevada","Medicaid","CBP-AD","54.2","2021"
"Nevada","Medicaid","PCR-AD","1.3232","2021"
"Nevada","Medicaid","PPC-AD","71.3","2021"
"Nevada","Medicaid","BCS-AD","49.2","2021"
"New Hampshire","Medicaid","SAA-AD","72.6","2021"
"New Hampshire","Medicaid","AMM-AD","60.9","2021"
"New Hampshire","Medicaid","AMM-AD","46.2","2021"
"New Hampshire","Medicaid","COB-AD","26.6","2021"
"New Hampshire","Medicaid","SSD-AD","76.1","2021"
"New Hampshire","Medicaid","FUA-AD","30.0","2021"
"New Hampshire","Medicaid","FUA-AD","44.2","2021"
"New Hampshire","Medicaid","FUM-AD","67.4","2021"
"New Hampshire","Medicaid","FUM-AD","73.9","2021"
"New Hampshire","Medicaid","IET-AD","48.9","2021"
"New Hampshire","Medicaid","IET-AD","18.3","2021"
"New Hampshire","Medicaid","IET-AD","65.4","2021"
"New Hampshire","Medicaid","IET-AD","39.8","2021"
"New Hampshire","Medicaid","IET-AD","42.5","2021"
"New Hampshire","Medicaid","IET-AD","14.3","2021"
"New Hampshire","Medicaid","IET-AD","51.5","2021"
"New Hampshire","Medicaid","IET-AD","23.4","2021"
"New Hampshire","Medicaid","MSC-AD","76.0","2021"
"New Hampshire","Medicaid","MSC-AD","58.9","2021"
"New Hampshire","Medicaid","MSC-AD","53.8","2021"
"New Hampshire","Medicaid","OHD-AD","12.8","2021"
"New Hampshire","Medicaid","OUD-AD","80.1","2021"
"New Hampshire","Medicaid","AMR-AD","46.0","2021"
"New Hampshire","Medicaid","AMR-AD","52.8","2021"
"New Hampshire","Medicaid","AMR-AD","47.7","2021"
"New Hampshire","Medicaid","HPC-AD","48.8","2021"
"New Hampshire","Medicaid","CBP-AD","51.0","2021"
"New Hampshire","Medicaid","PCR-AD","1.1070","2021"
"New Hampshire","Medicaid","PQI01-AD","16.5","2021"
"New Hampshire","Medicaid","PQI05-AD","34.4","2021"
"New Hampshire","Medicaid","PQI08-AD","16.6","2021"
"New Hampshire","Medicaid","PQI15-AD","4.7","2021"
"New Hampshire","Medicaid","CCW-AD","27.9","2021"
"New Hampshire","Medicaid","CCW-AD","6.3","2021"
"New Hampshire","Medicaid","CCP-AD","11.8","2021"
"New Hampshire","Medicaid","CCP-AD","46.3","2021"
"New Hampshire","Medicaid","CCP-AD","2.3","2021"
"New Hampshire","Medicaid","CCP-AD","16.4","2021"
"New Hampshire","Medicaid","PPC-AD","73.1","2021"
"New Hampshire","Medicaid","BCS-AD","52.0","2021"
"New Hampshire","Medicaid","CCS-AD","54.0","2021"
"New Hampshire","Medicaid","CHL-AD","52.9","2021"
"New Hampshire","Medicaid","FVA-AD","43.1","2021"
"New Mexico","Medicaid","SAA-AD","54.6","2021"
"New Mexico","Medicaid","AMM-AD","58.4","2021"
"New Mexico","Medicaid","AMM-AD","40.9","2021"
"New Mexico","Medicaid","SSD-AD","75.5","2021"
"New Mexico","Medicaid","FUA-AD","14.7","2021"
"New Mexico","Medicaid","FUA-AD","22.3","2021"
"New Mexico","Medicaid","FUM-AD","42.4","2021"
"New Mexico","Medicaid","FUM-AD","55.3","2021"
"New Mexico","Medicaid","FUH-AD","30.3","2021"
"New Mexico","Medicaid","FUH-AD","49.0","2021"
"New Mexico","Medicaid","IET-AD","45.1","2021"
"New Mexico","Medicaid","IET-AD","16.7","2021"
"New Mexico","Medicaid","IET-AD","63.0","2021"
"New Mexico","Medicaid","IET-AD","27.8","2021"
"New Mexico","Medicaid","IET-AD","49.9","2021"
"New Mexico","Medicaid","IET-AD","16.4","2021"
"New Mexico","Medicaid","IET-AD","49.1","2021"
"New Mexico","Medicaid","IET-AD","18.6","2021"
"New Mexico","Medicaid","MSC-AD","61.8","2021"
"New Mexico","Medicaid","MSC-AD","42.8","2021"
"New Mexico","Medicaid","MSC-AD","36.1","2021"
"New Mexico","Medicaid","AMR-AD","53.6","2021"
"New Mexico","Medicaid","AMR-AD","57.3","2021"
"New Mexico","Medicaid","AMR-AD","54.7","2021"
"New Mexico","Medicaid","HPC-AD","54.0","2021"
"New Mexico","Medicaid","CBP-AD","48.4","2021"
"New Mexico","Medicaid","PCR-AD","0.7143","2021"
"New Mexico","Medicaid","PQI01-AD","18.5","2021"
"New Mexico","Medicaid","PPC-AD","65.6","2021"
"New Mexico","Medicaid","BCS-AD","40.9","2021"
"New Mexico","Medicaid","CCS-AD","46.3","2021"
"New Mexico","Medicaid","CHL-AD","55.1","2021"
"New Mexico","Medicaid","FVA-AD","42.3","2021"
"New York","Medicaid","SAA-AD","66.6","2021"
"New York","Medicaid","AMM-AD","54.3","2021"
"New York","Medicaid","AMM-AD","39.9","2021"
"New York","Medicaid","COB-AD","17.4","2021"
"New York","Medicaid","SSD-AD","73.1","2021"
"New York","Medicaid","FUA-AD","22.4","2021"
"New York","Medicaid","FUA-AD","28.7","2021"
"New York","Medicaid","FUM-AD","61.7","2021"
"New York","Medicaid","FUM-AD","72.0","2021"
"New York","Medicaid","FUH-AD","49.8","2021"
"New York","Medicaid","FUH-AD","65.0","2021"
"New York","Medicaid","OUD-AD","65.8","2021"
"New York","Medicaid","AMR-AD","48.6","2021"
"New York","Medicaid","AMR-AD","49.2","2021"
"New York","Medicaid","AMR-AD","48.8","2021"
"New York","Medicaid","CBP-AD","59.9","2021"
"New York","Medicaid","PCR-AD","1.0180","2021"
"New York","Medicaid","PQI01-AD","13.0","2021"
"New York","Medicaid","PQI05-AD","32.1","2021"
"New York","Medicaid","PQI15-AD","4.4","2021"
"New York","Medicaid","CCW-AD","24.6","2021"
"New York","Medicaid","CCW-AD","3.8","2021"
"New York","Medicaid","CCP-AD","13.0","2021"
"New York","Medicaid","CCP-AD","37.9","2021"
"New York","Medicaid","CCP-AD","4.6","2021"
"New York","Medicaid","CCP-AD","10.7","2021"
"New York","Medicaid","PPC-AD","75.9","2021"
"New York","Medicaid","BCS-AD","60.7","2021"
"New York","Medicaid","CCS-AD","56.7","2021"
"New York","Medicaid","CHL-AD","67.6","2021"
"North Carolina","Medicaid","SAA-AD","65.8","2021"
"North Carolina","Medicaid","AMM-AD","60.1","2021"
"North Carolina","Medicaid","AMM-AD","41.6","2021"
"North Carolina","Medicaid","COB-AD","13.4","2021"
"North Carolina","Medicaid","SSD-AD","74.7","2021"
"North Carolina","Medicaid","FUA-AD","13.7","2021"
"North Carolina","Medicaid","FUA-AD","20.4","2021"
"North Carolina","Medicaid","FUM-AD","38.3","2021"
"North Carolina","Medicaid","FUM-AD","52.8","2021"
"North Carolina","Medicaid","FUH-AD","23.1","2021"
"North Carolina","Medicaid","FUH-AD","39.8","2021"
"North Carolina","Medicaid","IET-AD","45.1","2021"
"North Carolina","Medicaid","IET-AD","13.4","2021"
"North Carolina","Medicaid","IET-AD","56.0","2021"
"North Carolina","Medicaid","IET-AD","32.9","2021"
"North Carolina","Medicaid","IET-AD","42.8","2021"
"North Carolina","Medicaid","IET-AD","11.7","2021"
"North Carolina","Medicaid","IET-AD","45.2","2021"
"North Carolina","Medicaid","IET-AD","17.0","2021"
"North Carolina","Medicaid","OHD-AD","8.2","2021"
"North Carolina","Medicaid","OUD-AD","53.6","2021"
"North Carolina","Medicaid","AMR-AD","61.0","2021"
"North Carolina","Medicaid","AMR-AD","58.0","2021"
"North Carolina","Medicaid","AMR-AD","60.3","2021"
"North Carolina","Medicaid","CBP-AD","16.3","2021"
"North Carolina","Medicaid","PCR-AD","0.9909","2021"
"North Carolina","Medicaid","PQI01-AD","23.1","2021"
"North Carolina","Medicaid","PQI05-AD","59.2","2021"
"North Carolina","Medicaid","PQI08-AD","39.6","2021"
"North Carolina","Medicaid","PQI15-AD","3.7","2021"
"North Carolina","Medicaid","CCW-AD","23.3","2021"
"North Carolina","Medicaid","CCW-AD","4.7","2021"
"North Carolina","Medicaid","CCP-AD","15.1","2021"
"North Carolina","Medicaid","CCP-AD","43.4","2021"
"North Carolina","Medicaid","CCP-AD","3.0","2021"
"North Carolina","Medicaid","CCP-AD","14.1","2021"
"North Carolina","Medicaid","PPC-AD","64.5","2021"
"North Carolina","Medicaid","BCS-AD","35.3","2021"
"North Carolina","Medicaid","CCS-AD","42.8","2021"
"North Carolina","Medicaid","CHL-AD","62.3","2021"
"North Dakota","Medicaid","SAA-AD","61.0","2021"
"North Dakota","Medicaid","SSD-AD","78.3","2021"
"North Dakota","Medicaid","MSC-AD","36.7","2021"
"North Dakota","Medicaid","MSC-AD","38.0","2021"
"North Dakota","Medicaid","MSC-AD","37.3","2021"
"North Dakota","Medicaid","OUD-AD","50.8","2021"
"North Dakota","Medicaid","AMR-AD","80.8","2021"
"North Dakota","Medicaid","AMR-AD","83.1","2021"
"North Dakota","Medicaid","AMR-AD","81.4","2021"
"North Dakota","Medicaid","HPC-AD","39.7","2021"
"North Dakota","Medicaid","CBP-AD","67.4","2021"
"North Dakota","Medicaid","PCR-AD","1.0214","2021"
"North Dakota","Medicaid","PQI15-AD","3.4","2021"
"North Dakota","Medicaid","CCW-AD","28.3","2021"
"North Dakota","Medicaid","CCW-AD","6.2","2021"
"North Dakota","Medicaid","CCP-AD","7.0","2021"
"North Dakota","Medicaid","CCP-AD","35.6","2021"
"North Dakota","Medicaid","CCP-AD","0.0","2021"
"North Dakota","Medicaid","CCP-AD","10.3","2021"
"North Dakota","Medicaid","PPC-AD","42.0","2021"
"North Dakota","Medicaid","CCS-AD","40.8","2021"
"North Dakota","Medicaid","CHL-AD","44.3","2021"
"North Dakota","Medicaid","FVA-AD","33.1","2021"
"Pennsylvania","Medicaid","SAA-AD","68.1","2021"
"Pennsylvania","Medicaid","AMM-AD","56.8","2021"
"Pennsylvania","Medicaid","AMM-AD","41.2","2021"
"Pennsylvania","Medicaid","COB-AD","18.6","2021"
"Pennsylvania","Medicaid","SSD-AD","85.6","2021"
"Pennsylvania","Medicaid","FUA-AD","21.8","2021"
"Pennsylvania","Medicaid","FUA-AD","31.5","2021"
"Pennsylvania","Medicaid","FUM-AD","42.4","2021"
"Pennsylvania","Medicaid","FUM-AD","55.1","2021"
"Pennsylvania","Medicaid","FUH-AD","36.4","2021"
"Pennsylvania","Medicaid","FUH-AD","55.7","2021"
"Pennsylvania","Medicaid","IET-AD","33.2","2021"
"Pennsylvania","Medicaid","IET-AD","9.2","2021"
"Pennsylvania","Medicaid","IET-AD","37.5","2021"
"Pennsylvania","Medicaid","IET-AD","19.9","2021"
"Pennsylvania","Medicaid","IET-AD","36.3","2021"
"Pennsylvania","Medicaid","IET-AD","10.5","2021"
"Pennsylvania","Medicaid","IET-AD","34.2","2021"
"Pennsylvania","Medicaid","IET-AD","11.9","2021"
"Pennsylvania","Medicaid","MSC-AD","51.0","2021"
"Pennsylvania","Medicaid","MSC-AD","31.3","2021"
"Pennsylvania","Medicaid","MSC-AD","27.4","2021"
"Pennsylvania","Medicaid","OUD-AD","75.2","2021"
"Pennsylvania","Medicaid","AMR-AD","56.7","2021"
"Pennsylvania","Medicaid","AMR-AD","57.6","2021"
"Pennsylvania","Medicaid","AMR-AD","56.9","2021"
"Pennsylvania","Medicaid","HPC-AD","38.4","2021"
"Pennsylvania","Medicaid","CBP-AD","63.4","2021"
"Pennsylvania","Medicaid","PCR-AD","1.0009","2021"
"Pennsylvania","Medicaid","PQI01-AD","19.4","2021"
"Pennsylvania","Medicaid","PQI05-AD","41.8","2021"
"Pennsylvania","Medicaid","PQI08-AD","20.0","2021"
"Pennsylvania","Medicaid","PQI15-AD","5.7","2021"
"Pennsylvania","Medicaid","CCW-AD","27.6","2021"
"Pennsylvania","Medicaid","CCW-AD","4.4","2021"
"Pennsylvania","Medicaid","CCP-AD","19.3","2021"
"Pennsylvania","Medicaid","CCP-AD","44.8","2021"
"Pennsylvania","Medicaid","CCP-AD","5.7","2021"
"Pennsylvania","Medicaid","CCP-AD","12.4","2021"
"Pennsylvania","Medicaid","PPC-AD","77.8","2021"
"Pennsylvania","Medicaid","BCS-AD","53.2","2021"
"Pennsylvania","Medicaid","CCS-AD","61.1","2021"
"Pennsylvania","Medicaid","CHL-AD","61.0","2021"
"Pennsylvania","Medicaid","FVA-AD","38.6","2021"
"Tennessee","Medicaid","SAA-AD","64.1","2021"
"Tennessee","Medicaid","AMM-AD","49.9","2021"
"Tennessee","Medicaid","AMM-AD","34.7","2021"
"Tennessee","Medicaid","COB-AD","10.0","2021"
"Tennessee","Medicaid","SSD-AD","79.5","2021"
"Tennessee","Medicaid","FUA-AD","6.0","2021"
"Tennessee","Medicaid","FUA-AD","9.9","2021"
"Tennessee","Medicaid","FUM-AD","33.1","2021"
"Tennessee","Medicaid","FUM-AD","48.3","2021"
"Tennessee","Medicaid","FUH-AD","38.1","2021"
"Tennessee","Medicaid","FUH-AD","58.2","2021"
"Tennessee","Medicaid","IET-AD","47.6","2021"
"Tennessee","Medicaid","IET-AD","13.5","2021"
"Tennessee","Medicaid","IET-AD","61.4","2021"
"Tennessee","Medicaid","IET-AD","33.8","2021"
"Tennessee","Medicaid","IET-AD","48.2","2021"
"Tennessee","Medicaid","IET-AD","14.4","2021"
"Tennessee","Medicaid","IET-AD","50.3","2021"
"Tennessee","Medicaid","IET-AD","19.2","2021"
"Tennessee","Medicaid","MSC-AD","78.1","2021"
"Tennessee","Medicaid","MSC-AD","47.5","2021"
"Tennessee","Medicaid","MSC-AD","43.4","2021"
"Tennessee","Medicaid","OHD-AD","6.1","2021"
"Tennessee","Medicaid","OUD-AD","48.1","2021"
"Tennessee","Medicaid","AMR-AD","52.9","2021"
"Tennessee","Medicaid","AMR-AD","50.8","2021"
"Tennessee","Medicaid","AMR-AD","52.5","2021"
"Tennessee","Medicaid","HPC-AD","39.3","2021"
"Tennessee","Medicaid","CBP-AD","62.7","2021"
"Tennessee","Medicaid","PCR-AD","0.9910","2021"
"Tennessee","Medicaid","PQI01-AD","16.1","2021"
"Tennessee","Medicaid","PQI05-AD","48.2","2021"
"Tennessee","Medicaid","PQI08-AD","27.4","2021"
"Tennessee","Medicaid","PQI15-AD","2.1","2021"
"Tennessee","Medicaid","CCW-AD","22.8","2021"
"Tennessee","Medicaid","CCW-AD","4.5","2021"
"Tennessee","Medicaid","CCP-AD","13.0","2021"
"Tennessee","Medicaid","CCP-AD","43.7","2021"
"Tennessee","Medicaid","CCP-AD","2.6","2021"
"Tennessee","Medicaid","CCP-AD","12.8","2021"
"Tennessee","Medicaid","PPC-AD","72.7","2021"
"Tennessee","Medicaid","BCS-AD","52.0","2021"
"Tennessee","Medicaid","CCS-AD","59.6","2021"
"Tennessee","Medicaid","CHL-AD","55.7","2021"
"Tennessee","Medicaid","FVA-AD","37.8","2021"
"Texas","Medicaid","SAA-AD","58.7","2021"
"Texas","Medicaid","AMM-AD","54.2","2021"
"Texas","Medicaid","AMM-AD","38.4","2021"
"Texas","Medicaid","COB-AD","18.5","2021"
"Texas","Medicaid","SSD-AD","76.5","2021"
"Texas","Medicaid","FUA-AD","3.4","2021"
"Texas","Medicaid","FUA-AD","5.3","2021"
"Texas","Medicaid","FUM-AD","28.1","2021"
"Texas","Medicaid","FUM-AD","43.5","2021"
"Texas","Medicaid","FUH-AD","32.9","2021"
"Texas","Medicaid","FUH-AD","53.5","2021"
"Texas","Medicaid","IET-AD","42.8","2021"
"Texas","Medicaid","IET-AD","7.2","2021"
"Texas","Medicaid","IET-AD","42.4","2021"
"Texas","Medicaid","IET-AD","11.7","2021"
"Texas","Medicaid","IET-AD","41.5","2021"
"Texas","Medicaid","IET-AD","8.7","2021"
"Texas","Medicaid","IET-AD","41.1","2021"
"Texas","Medicaid","IET-AD","8.8","2021"
"Texas","Medicaid","MSC-AD","66.8","2021"
"Texas","Medicaid","MSC-AD","44.1","2021"
"Texas","Medicaid","MSC-AD","33.2","2021"
"Texas","Medicaid","AMR-AD","60.9","2021"
"Texas","Medicaid","AMR-AD","52.7","2021"
"Texas","Medicaid","AMR-AD","58.3","2021"
"Texas","Medicaid","CBP-AD","51.8","2021"
"Texas","Medicaid","PCR-AD","1.1431","2021"
"Texas","Medicaid","PQI01-AD","27.0","2021"
"Texas","Medicaid","PQI05-AD","85.5","2021"
"Texas","Medicaid","PQI08-AD","73.0","2021"
"Texas","Medicaid","PQI15-AD","3.0","2021"
"Texas","Medicaid","CCW-AD","34.7","2021"
"Texas","Medicaid","CCW-AD","10.1","2021"
"Texas","Medicaid","CCP-AD","11.9","2021"
"Texas","Medicaid","CCP-AD","42.7","2021"
"Texas","Medicaid","CCP-AD","0.8","2021"
"Texas","Medicaid","CCP-AD","13.2","2021"
"Texas","Medicaid","PPC-AD","68.0","2021"
"Texas","Medicaid","BCS-AD","46.5","2021"
"Texas","Medicaid","CCS-AD","52.3","2021"
"Texas","Medicaid","CHL-AD","57.0","2021"
"Texas","Medicaid","FVA-AD","39.8","2021"
"Utah","Medicaid","AMM-AD","59.0","2021"
"Utah","Medicaid","AMM-AD","44.3","2021"
"Utah","Medicaid","AMR-AD","61.0","2021"
"Utah","Medicaid","AMR-AD","59.1","2021"
"Utah","Medicaid","AMR-AD","60.5","2021"
"Utah","Medicaid","HPC-AD","46.1","2021"
"Utah","Medicaid","CBP-AD","63.1","2021"
"Utah","Medicaid","PCR-AD","0.7621","2021"
"Utah","Medicaid","PPC-AD","68.9","2021"
"Utah","Medicaid","BCS-AD","45.5","2021"
"Utah","Medicaid","CCS-AD","50.2","2021"
"Utah","Medicaid","CHL-AD","42.0","2021"
"West Virginia","Medicaid","MSC-AD","71.4","2021"
"West Virginia","Medicaid","MSC-AD","46.6","2021"
"West Virginia","Medicaid","MSC-AD","40.7","2021"
"West Virginia","Medicaid","AMR-AD","57.7","2021"
"West Virginia","Medicaid","AMR-AD","55.4","2021"
"West Virginia","Medicaid","AMR-AD","57.1","2021"
"West Virginia","Medicaid","HPC-AD","43.4","2021"
"West Virginia","Medicaid","CBP-AD","59.9","2021"
"West Virginia","Medicaid","PPC-AD","74.4","2021"
"West Virginia","Medicaid","CCS-AD","48.8","2021"
"West Virginia","Medicaid","CHL-AD","51.0","2021"
"West Virginia","Medicaid","FVA-AD","36.6","2021"
"Alabama","Medicaid","SAA-AD","80.9","2022"
"Alabama","Medicaid","AMM-AD","57.6","2022"
"Alabama","Medicaid","AMM-AD","26.3","2022"
"Alabama","Medicaid","COB-AD","15.8","2022"
"Alabama","Medicaid","SSD-AD","74.2","2022"
"Alabama","Medicaid","FUA-AD","3.3","2022"
"Alabama","Medicaid","FUA-AD","6.0","2022"
"Alabama","Medicaid","FUM-AD","28.1","2022"
"Alabama","Medicaid","FUM-AD","41.7","2022"
"Alabama","Medicaid","FUH-AD","33.7","2022"
"Alabama","Medicaid","FUH-AD","52.4","2022"
"Alabama","Medicaid","IET-AD","36.8","2022"
"Alabama","Medicaid","IET-AD","5.4","2022"
"Alabama","Medicaid","IET-AD","36.7","2022"
"Alabama","Medicaid","IET-AD","9.7","2022"
"Alabama","Medicaid","IET-AD","34.6","2022"
"Alabama","Medicaid","IET-AD","6.3","2022"
"Alabama","Medicaid","IET-AD","34.7","2022"
"Alabama","Medicaid","IET-AD","6.8","2022"
"Alabama","Medicaid","MSC-AD","69.0","2022"
"Alabama","Medicaid","MSC-AD","84.4","2022"
"Alabama","Medicaid","MSC-AD","84.9","2022"
"Alabama","Medicaid","OHD-AD","1.5","2022"
"Alabama","Medicaid","OUD-AD","67.4","2022"
"Alabama","Medicaid","AMR-AD","73.8","2022"
"Alabama","Medicaid","AMR-AD","72.9","2022"
"Alabama","Medicaid","AMR-AD","73.6","2022"
"Alabama","Medicaid","AAB-AD","70.5","2022"
"Alabama","Medicaid","CBP-AD","15.3","2022"
"Alabama","Medicaid","PQI01-AD","31.3","2022"
"Alabama","Medicaid","PQI05-AD","117.1","2022"
"Alabama","Medicaid","PQI08-AD","49.7","2022"
"Alabama","Medicaid","PQI15-AD","6.0","2022"
"Alabama","Medicaid","CCW-AD","28.0","2022"
"Alabama","Medicaid","CCW-AD","4.1","2022"
"Alabama","Medicaid","CCP-AD","5.6","2022"
"Alabama","Medicaid","CCP-AD","37.8","2022"
"Alabama","Medicaid","CCP-AD","1.1","2022"
"Alabama","Medicaid","CCP-AD","8.9","2022"
"Alabama","Medicaid","PPC-AD","74.8","2022"
"Alabama","Medicaid","BCS-AD","37.5","2022"
"Alabama","Medicaid","CCS-AD","47.0","2022"
"Alabama","Medicaid","CHL-AD","12.4","2022"
"Alabama","Medicaid","FVA-AD","26.7","2022"
"Arkansas","Medicaid","NCIDDS-AD","83.4","2022"
"Arkansas","Medicaid","NCIDDS-AD","98.9","2022"
"Colorado","Medicaid","SAA-AD","62.7","2022"
"Colorado","Medicaid","SSD-AD","78.1","2022"
"Colorado","Medicaid","OUD-AD","52.7","2022"
"Colorado","Medicaid","AMR-AD","44.8","2022"
"Colorado","Medicaid","AMR-AD","50.3","2022"
"Colorado","Medicaid","AMR-AD","46.1","2022"
"Colorado","Medicaid","PQI15-AD","6.7","2022"
"Colorado","Medicaid","NCIDDS-AD","89.5","2022"
"Colorado","Medicaid","NCIDDS-AD","96.7","2022"
"Colorado","Medicaid","CCW-AD","19.6","2022"
"Colorado","Medicaid","CCW-AD","4.8","2022"
"Colorado","Medicaid","CCP-AD","8.7","2022"
"Colorado","Medicaid","CCP-AD","30.6","2022"
"Colorado","Medicaid","CCP-AD","1.7","2022"
"Colorado","Medicaid","CCP-AD","12.0","2022"
"Colorado","Medicaid","PPC-AD","46.9","2022"
"Colorado","Medicaid","CCS-AD","35.8","2022"
"Colorado","Medicaid","CHL-AD","55.5","2022"
"Connecticut","Medicaid","NCIDDS-AD","90.6","2022"
"Connecticut","Medicaid","NCIDDS-AD","91.8","2022"
"Connecticut","Medicaid","FVA-AD","47.3","2022"
"Delaware","Medicaid","SSD-AD","70.1","2022"
"Delaware","Medicaid","OUD-AD","65.5","2022"
"Delaware","Medicaid","PCR-AD","1.1785","2022"
"Delaware","Medicaid","NCIDDS-AD","89.1","2022"
"Delaware","Medicaid","NCIDDS-AD","91.2","2022"
"Delaware","Medicaid","CCW-AD","24.4","2022"
"Delaware","Medicaid","CCW-AD","4.0","2022"
"Delaware","Medicaid","CCP-AD","23.5","2022"
"Delaware","Medicaid","CCP-AD","48.2","2022"
"Delaware","Medicaid","CCP-AD","9.6","2022"
"Delaware","Medicaid","CCP-AD","17.3","2022"
"Delaware","Medicaid","PPC-AD","79.3","2022"
"Delaware","Medicaid","CCS-AD","51.3","2022"
"Delaware","Medicaid","CHL-AD","67.5","2022"
"Florida","Medicaid","SAA-AD","60.4","2022"
"Florida","Medicaid","AMM-AD","60.0","2022"
"Florida","Medicaid","AMM-AD","42.3","2022"
"Florida","Medicaid","COB-AD","20.8","2022"
"Florida","Medicaid","SSD-AD","77.9","2022"
"Florida","Medicaid","FUA-AD","6.4","2022"
"Florida","Medicaid","FUA-AD","9.7","2022"
"Florida","Medicaid","FUM-AD","23.8","2022"
"Florida","Medicaid","FUM-AD","35.9","2022"
"Florida","Medicaid","FUH-AD","19.2","2022"
"Florida","Medicaid","FUH-AD","34.0","2022"
"Florida","Medicaid","IET-AD","45.5","2022"
"Florida","Medicaid","IET-AD","6.3","2022"
"Florida","Medicaid","IET-AD","48.8","2022"
"Florida","Medicaid","IET-AD","12.6","2022"
"Florida","Medicaid","IET-AD","40.0","2022"
"Florida","Medicaid","IET-AD","4.7","2022"
"Florida","Medicaid","IET-AD","41.7","2022"
"Florida","Medicaid","IET-AD","6.7","2022"
"Florida","Medicaid","MSC-AD","72.5","2022"
"Florida","Medicaid","MSC-AD","49.9","2022"
"Florida","Medicaid","MSC-AD","43.6","2022"
"Florida","Medicaid","OHD-AD","13.5","2022"
"Florida","Medicaid","OUD-AD","49.5","2022"
"Florida","Medicaid","AMR-AD","58.7","2022"
"Florida","Medicaid","AMR-AD","55.4","2022"
"Florida","Medicaid","AMR-AD","57.8","2022"
"Florida","Medicaid","HPC-AD","48.9","2022"
"Florida","Medicaid","CBP-AD","58.2","2022"
"Florida","Medicaid","PCR-AD","1.0148","2022"
"Florida","Medicaid","NCIDDS-AD","92.4","2022"
"Florida","Medicaid","NCIDDS-AD","81.7","2022"
"Florida","Medicaid","CCW-AD","20.4","2022"
"Florida","Medicaid","CCW-AD","3.6","2022"
"Florida","Medicaid","CCP-AD","10.3","2022"
"Florida","Medicaid","CCP-AD","32.6","2022"
"Florida","Medicaid","CCP-AD","0.8","2022"
"Florida","Medicaid","CCP-AD","6.6","2022"
"Florida","Medicaid","PPC-AD","70.4","2022"
"Florida","Medicaid","BCS-AD","48.6","2022"
"Florida","Medicaid","CCS-AD","55.2","2022"
"Florida","Medicaid","CHL-AD","64.9","2022"
"Georgia","Medicaid","AMR-AD","55.4","2022"
"Georgia","Medicaid","AMR-AD","58.0","2022"
"Georgia","Medicaid","AMR-AD","55.6","2022"
"Georgia","Medicaid","NCIDDS-AD","97.1","2022"
